"Pathway","Gene","Contrast","Database","p.adjust"
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","6319","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","9415","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","1907","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","79966","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACID_BIOSYNTHETIC_PROCESS","242","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","51166","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","116285","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","25874","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_ACYL_COA_METABOLIC_PROCESS","51268","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","85414","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","220","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","11057","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","116285","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","6319","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","8647","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","9415","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","1907","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","79966","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS","242","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.00455212051414053
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","25874","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","6652","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","3949","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","8611","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","403313","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","220","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","10682","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","1718","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","80168","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","6646","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","4864","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","1717","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","9619","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","3156","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","2222","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","123099","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","126","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","1645","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","1583","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_ALCOHOL_METABOLIC_PROCESS","8821","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","403313","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","10682","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","1718","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","1717","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","9619","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","3156","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","2222","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_STEROL_BIOSYNTHETIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.0176933041798675
"GOBP_RESPONSE_TO_COCAINE","2289","Enza_vs_Control_DHT","GO_BP",0.0194143883656467
"GOBP_RESPONSE_TO_COCAINE","4986","Enza_vs_Control_DHT","GO_BP",0.0194143883656467
"GOBP_RESPONSE_TO_COCAINE","9455","Enza_vs_Control_DHT","GO_BP",0.0194143883656467
"GOBP_RESPONSE_TO_COCAINE","27092","Enza_vs_Control_DHT","GO_BP",0.0194143883656467
"GOBP_RESPONSE_TO_COCAINE","7052","Enza_vs_Control_DHT","GO_BP",0.0194143883656467
"GOBP_RESPONSE_TO_COCAINE","5999","Enza_vs_Control_DHT","GO_BP",0.0194143883656467
"GOBP_RESPONSE_TO_COCAINE","221935","Enza_vs_Control_DHT","GO_BP",0.0194143883656467
"GOBP_STEROID_METABOLIC_PROCESS","3949","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","403313","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","7367","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","10682","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","1718","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","6646","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","4864","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","1717","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","9619","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","3156","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","8647","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","2222","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","51171","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","1645","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","1583","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","10202","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_STEROID_METABOLIC_PROCESS","6591","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_FATTY_ACYL_COA_METABOLIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","85414","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","220","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","11057","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","116285","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","6319","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","4671","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","8647","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","2746","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","9415","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","1907","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","79966","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_ORGANIC_ACID_BIOSYNTHETIC_PROCESS","242","Enza_vs_Control_DHT","GO_BP",0.020928893311751
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","3248","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","6319","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","9415","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","1907","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","79966","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","1645","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS","242","Enza_vs_Control_DHT","GO_BP",0.0216937389825339
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","3949","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","403313","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","10682","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","1718","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","6646","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","4864","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","1717","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","9619","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","3156","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","2222","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SECONDARY_ALCOHOL_METABOLIC_PROCESS","1583","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_LONG_CHAIN_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","85414","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","3248","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","23175","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","1622","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","11057","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","116285","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","6319","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","8647","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","8644","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","3638","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","9415","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","126129","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","1907","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","79966","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","1645","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_FATTY_ACID_METABOLIC_PROCESS","242","Enza_vs_Control_DHT","GO_BP",0.0219727061756555
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","6611","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","51166","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","27232","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","116285","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","90161","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","3157","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","3156","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","55790","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","2134","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","25874","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","64780","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","51022","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_SULFUR_COMPOUND_METABOLIC_PROCESS","51268","Enza_vs_Control_DHT","GO_BP",0.0250767090020294
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","60481","Enza_vs_Control_DHT","GO_BP",0.0290065737541352
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","79993","Enza_vs_Control_DHT","GO_BP",0.0290065737541352
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","31","Enza_vs_Control_DHT","GO_BP",0.0290065737541352
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","2181","Enza_vs_Control_DHT","GO_BP",0.0290065737541352
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","2194","Enza_vs_Control_DHT","GO_BP",0.0290065737541352
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","2180","Enza_vs_Control_DHT","GO_BP",0.0290065737541352
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","9415","Enza_vs_Control_DHT","GO_BP",0.0290065737541352
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS","9200","Enza_vs_Control_DHT","GO_BP",0.0290065737541352
"GOBP_CEMENTUM_MINERALIZATION","79971","Enza_vs_Control_DHT","GO_BP",0.0308400864093944
"GOBP_CEMENTUM_MINERALIZATION","56172","Enza_vs_Control_DHT","GO_BP",0.0308400864093944
