"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Database","Contrast"
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","1/215","61/7119",0.0163934426229508,0.54281357224552,-0.63279822192089,0.847210873838853,0.997356409857914,0.980880679691225,"715",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","1/215","61/7119",0.0163934426229508,0.54281357224552,-0.63279822192089,0.847210873838853,0.997356409857914,0.980880679691225,"3108",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","1/215","61/7119",0.0163934426229508,0.54281357224552,-0.63279822192089,0.847210873838853,0.997356409857914,0.980880679691225,"3480",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","5/215","238/7119",0.0210084033613445,0.69562243502052,-0.842797363608056,0.852035897112057,0.997356409857914,0.980880679691225,"10096/113457/112714/4671/79792",5,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","1/215","63/7119",0.0158730158730159,0.525581395348837,-0.667422019818829,0.856378226439292,0.997356409857914,0.980880679691225,"10451",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","1/215","63/7119",0.0158730158730159,0.525581395348837,-0.667422019818829,0.856378226439292,0.997356409857914,0.980880679691225,"113",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","3/215","158/7119",0.0189873417721519,0.62870179570209,-0.832843510156596,0.861774637920875,0.997356409857914,0.980880679691225,"6604/3480/7855",3,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","3/215","159/7119",0.0188679245283019,0.624747696358052,-0.844432888868954,0.864629610803037,0.997356409857914,0.980880679691225,"8970/79792/8332",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","4/215","205/7119",0.0195121951219512,0.646080544526376,-0.907328411823077,0.872698187010922,0.997356409857914,0.980880679691225,"3108/113/3105/2113",4,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","3/215","162/7119",0.0185185185185185,0.613178294573643,-0.878830602316558,0.87288714337699,0.997356409857914,0.980880679691225,"1612/64422/3480",3,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","2/215","118/7119",0.0169491525423729,0.56121403232164,-0.848128243157291,0.876750183191593,0.997356409857914,0.980880679691225,"3614/113",2,"KEGG","Enza_vs_Control_DHT"
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","3/215","164/7119",0.0182926829268293,0.605700510493477,-0.901461953903203,0.878143034446564,0.997356409857914,0.980880679691225,"258010/30001/26232",3,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","4/215","208/7119",0.0192307692307692,0.636762075134168,-0.93821038835884,0.879768831553874,0.997356409857914,0.980880679691225,"10096/10788/10451/7852",4,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","1/215","69/7119",0.0144927536231884,0.479878665318504,-0.766094749071148,0.880722819657542,0.997356409857914,0.980880679691225,"2026",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","1/215","70/7119",0.0142857142857143,0.473023255813953,-0.781851988601981,0.884360350689263,0.997356409857914,0.980880679691225,"10451",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","1/215","70/7119",0.0142857142857143,0.473023255813953,-0.781851988601981,0.884360350689263,0.997356409857914,0.980880679691225,"3108",1,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","2/215","121/7119",0.0165289256198347,0.547299634826062,-0.886266617613392,0.885470120196168,0.997356409857914,0.980880679691225,"6610/123099",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","1/215","71/7119",0.0140845070422535,0.466360956436292,-0.797428318173655,0.887887450221368,0.997356409857914,0.980880679691225,"5979",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","1/215","74/7119",0.0135135135135135,0.447454431175361,-0.843123689525445,0.897839034699632,0.997356409857914,0.980880679691225,"3108",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","1/215","75/7119",0.0133333333333333,0.441488372093023,-0.858027105822835,0.900956793044498,0.997356409857914,0.980880679691225,"3480",1,"KEGG","Enza_vs_Control_DHT"
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","1/215","75/7119",0.0133333333333333,0.441488372093023,-0.858027105822835,0.900956793044498,0.997356409857914,0.980880679691225,"2026",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","2/215","128/7119",0.015625,0.517369186046512,-0.972295354012634,0.903648937880847,0.997356409857914,0.980880679691225,"3480/7855",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","2/215","129/7119",0.0155038759689922,0.51335857220119,-0.984267568490174,0.906015529236069,0.997356409857914,0.980880679691225,"31/2194",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","2/215","130/7119",0.0153846153846154,0.509409660107335,-0.996164311578787,0.90832793117215,0.997356409857914,0.980880679691225,"10096/10451",2,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","2/215","133/7119",0.0150375939849624,0.497919216646267,-1.03141385209238,0.914950867549608,0.997356409857914,0.980880679691225,"2746/8332",2,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","2/215","134/7119",0.0149253731343284,0.494203401596668,-1.04302070258567,0.917057297195645,0.997356409857914,0.980880679691225,"8611/113",2,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","3/215","183/7119",0.0163934426229508,0.54281357224552,-1.10563597769168,0.919223323790578,0.997356409857914,0.980880679691225,"3480/113/10451",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","3/215","183/7119",0.0163934426229508,0.54281357224552,-1.10563597769168,0.919223323790578,0.997356409857914,0.980880679691225,"7367/113/775",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","2/215","136/7119",0.0147058823529412,0.486935704514364,-1.06602663656485,0.92112453441814,0.997356409857914,0.980880679691225,"3949/9073",2,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","1/215","83/7119",0.0120481927710843,0.398935275987672,-0.971952858975174,0.922719054358281,0.997356409857914,0.980880679691225,"10718",1,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","1/215","84/7119",0.0119047619047619,0.394186046511628,-0.985586383116784,0.925080538626753,0.997356409857914,0.980880679691225,"3614",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","3/215","190/7119",0.0157894736842105,0.52281517747858,-1.17645676707418,0.930870773759269,0.997356409857914,0.980880679691225,"85414/90427/407006",3,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","2/215","142/7119",0.0140845070422535,0.466360956436292,-1.13345749411878,0.932232179330739,0.997356409857914,0.980880679691225,"5734/126129",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","3/215","191/7119",0.0157068062827225,0.520077925240472,-1.18640044521735,0.932403243903344,0.997356409857914,0.980880679691225,"27044/8970/3105",3,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","2/215","143/7119",0.013986013986014,0.463099691006668,-1.14447488605688,0.933933820769165,0.997356409857914,0.980880679691225,"7113/3108",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","2/215","147/7119",0.0136054421768707,0.450498338870432,-1.18794632462469,0.940345614389998,0.997356409857914,0.980880679691225,"3108/9902",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","4/215","244/7119",0.0163934426229508,0.54281357224552,-1.28232976064986,0.941413422059768,0.997356409857914,0.980880679691225,"3915/113457/112714/775",4,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","1/215","93/7119",0.010752688172043,0.356039009752438,-1.10304896518423,0.943349077808747,0.997356409857914,0.980880679691225,"8821",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","1/215","97/7119",0.0103092783505155,0.341356988731719,-1.15253300998861,0.949972798189103,0.997356409857914,0.980880679691225,"8611",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","2/215","159/7119",0.0125786163522013,0.416498464238701,-1.31305759543725,0.956229496105615,0.997356409857914,0.980880679691225,"3108/3105",2,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","1/215","106/7119",0.00943396226415094,0.312373848179026,-1.2586391288179,0.962191438094234,0.997356409857914,0.980880679691225,"10451",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","1/215","114/7119",0.0087719298245614,0.290452876376989,-1.34765097590752,0.970531783629283,0.997356409857914,0.980880679691225,"5208",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Immune system","hsa04611","Platelet activation","1/215","115/7119",0.00869565217391304,0.287927199191102,-1.35846382884549,0.971436232811253,0.997356409857914,0.980880679691225,"113",1,"KEGG","Enza_vs_Control_DHT"
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","1/215","115/7119",0.00869565217391304,0.287927199191102,-1.35846382884549,0.971436232811253,0.997356409857914,0.980880679691225,"398",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","4/215","279/7119",0.014336917562724,0.474718679669917,-1.57947893498315,0.972317998618189,0.997356409857914,0.980880679691225,"113457/112714/7052/55567",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","2/215","179/7119",0.0111731843575419,0.36996232298298,-1.50647223652009,0.974133454022334,0.997356409857914,0.980880679691225,"3108/3105",2,"KEGG","Enza_vs_Control_DHT"
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","1/215","121/7119",0.00826446280991736,0.273649817413031,-1.42200000054536,0.976311146541383,0.997356409857914,0.980880679691225,"9466",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","2/215","195/7119",0.0102564102564103,0.339606440071556,-1.65002086468037,0.98315146129606,0.997356409857914,0.980880679691225,"7113/715",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","2/215","202/7119",0.0099009900990099,0.327837900069077,-1.71016749789847,0.986060307132066,0.997356409857914,0.980880679691225,"8644/1645",2,"KEGG","Enza_vs_Control_DHT"
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","1/215","148/7119",0.00675675675675676,0.223727215587681,-1.68401326116609,0.989815386713797,0.997356409857914,0.980880679691225,"7367",1,"KEGG","Enza_vs_Control_DHT"
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","1/215","157/7119",0.00636942675159236,0.21090208857947,-1.76425574804431,0.992318887363371,0.997356409857914,0.980880679691225,"9088",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","4/215","337/7119",0.0118694362017804,0.393016354978952,-2.0144703400572,0.992680232616403,0.997356409857914,0.980880679691225,"113457/112714/10718/55567",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","2/215","237/7119",0.00843881856540084,0.27942302031204,-1.99087985834609,0.994681010042645,0.997356409857914,0.980880679691225,"10096/4671",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","4/215","351/7119",0.0113960113960114,0.377340488968396,-2.11116335992141,0.994763611067882,0.997356409857914,0.980880679691225,"113457/7855/112714/775",4,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","2/215","243/7119",0.00823045267489712,0.272523686477175,-2.03611306476398,0.99550162815411,0.997356409857914,0.980880679691225,"113457/112714",2,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","1/215","178/7119",0.00561797752808989,0.186020381499869,-1.94070864286247,0.99602884927051,0.997356409857914,0.980880679691225,"25874",1,"KEGG","Enza_vs_Control_DHT"
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","5/215","432/7119",0.0115740740740741,0.383236434108527,-2.33395647574958,0.997356409857914,0.997356409857914,0.980880679691225,"113457/7855/112714/775/55567",5,"KEGG","Enza_vs_Control_DHT"
